Year,CAUSE_OF_DEATH,UNIT_MEASURE,Value
1996,estimated_number_of_population,Broj,3645000.0
1997,estimated_number_of_population,Broj,3738000.0
1998,estimated_number_of_population,Broj,3653000.0
1999,estimated_number_of_population,Broj,3725000.0
1999,neoplasms,Broj,123.0
1999,diseases_of_the_circulatory,Broj,427.0
1999,diseases_of_the_respiratory,Broj,23.24832215
1999,diseases_of_the_digestive,Broj,19.0
1999,symptoms_signs_and_abnormal,Broj,68.51006711
1999,injuries_poisoning_and_consequences,Broj,27.43624161
2000,estimated_number_of_population,Broj,3781000.0
2000,neoplasms,Broj,135.0
2000,diseases_of_the_circulatory,Broj,431.0
2000,diseases_of_the_respiratory,Broj,21.29066385
2000,diseases_of_the_digestive,Broj,22.0
2000,symptoms_signs_and_abnormal,Broj,75.64136472
2000,injuries_poisoning_and_consequences,Broj,28.85480032
2001,estimated_number_of_population,Broj,3798000.0
2000,infectious_and_parasitic,Broj,6.766719326
2000,neoplasms,Broj,141.0
2000,diseases_of_the_blood,Broj,0.526592944
2000,endocrine_metabolic_and_nutritional,Broj,18.0
2000,mental_and_behavioural_disorders,Broj,1.263823065
2000,diseases_of_the_nervous,Broj,4.0
2000,diseases_of_the_eye,Broj,0.026329647
2000,diseases_of_the_circulatory,Broj,430.0
2000,diseases_of_the_respiratory,Broj,19.61558715
2000,diseases_of_the_digestive,Broj,22.0
2000,diseases_of_the_skin,Broj,0.447604002
2000,diseases_of_the_genitourinary,Broj,10.45286993
2000,certain_conditions_originating,Broj,4.94997367
2000,congenital_malformations_deformations,Broj,1.132174829
2000,symptoms_signs_and_abnormal,Broj,79.80516061
2000,injuries_poisoning_and_consequences,Broj,26.77725118
2000,external_causes_of_mortality,Broj,6.872037915
2000,factors_influencing_health_status,Broj,0.026329647
2000,unknown,Broj,25.11848341
2002,estimated_number_of_population,Broj,3828000.0
2002,infectious_and_parasitic,Broj,6.870428422
2002,neoplasms,Broj,138.0
2002,diseases_of_the_blood,Broj,0.496342738
2002,endocrine_metabolic_and_nutritional,Broj,23.0
2002,mental_and_behavioural_disorders,Broj,1.724137931
2002,diseases_of_the_nervous,Broj,4.0
2002,diseases_of_the_eye,Broj,0.026123302
2002,diseases_of_the_circulatory,Broj,418.0
2002,diseases_of_the_respiratory,Broj,21.34273772
2002,diseases_of_the_digestive,Broj,21.0
2002,diseases_of_the_skin,Broj,0.444096134
2002,diseases_of_the_genitourinary,Broj,5.721003135
2002,certain_conditions_originating,Broj,5.903866249
2002,congenital_malformations_deformations,Broj,1.462904911
2002,symptoms_signs_and_abnormal,Broj,77.92580982
2002,injuries_poisoning_and_consequences,Broj,25.70532915
2002,external_causes_of_mortality,Broj,6.32183908
2002,factors_influencing_health_status,Broj,0.026123302
2002,unknown,Broj,46.76071055
2003,estimated_number_of_population,Broj,3832000.0
2003,neoplasms,Broj,151.0
2003,diseases_of_the_circulatory,Broj,443.0
2003,diseases_of_the_respiratory,Broj,22.86012526
2003,diseases_of_the_digestive,Broj,21.0
2003,symptoms_signs_and_abnormal,Broj,82.62004175
2003,injuries_poisoning_and_consequences,Broj,24.79123173
2003,unknown,Broj,20.09394572
2004,estimated_number_of_population,Broj,3842000.0
2004,infectious_and_parasitic,Broj,6.637168142
2004,neoplasms,Broj,149.0
2004,diseases_of_the_blood,Broj,0.806871421
2004,endocrine_metabolic_and_nutritional,Broj,26.0
2004,mental_and_behavioural_disorders,Broj,2.706923477
2004,diseases_of_the_nervous,Broj,7.0
2004,diseases_of_the_circulatory,Broj,461.0
2004,diseases_of_the_respiratory,Broj,23.6074961
