Year,Municipality,AGE,UNIT_MEASURE,SEX,Value
2013,Banja Luka,0-4,NUMBER,M,9
2013,Banja Luka,0-4,NUMBER,F,5
2013,Banja Luka,0-4,NUMBER,_T,31
2013,Banovići,0-4,NUMBER,M,18
2013,Banovići,0-4,NUMBER,F,13
2013,Banovići,0-4,NUMBER,_T,504
2013,Berkovići,0-4,NUMBER,M,250
2013,Berkovići,0-4,NUMBER,F,254
2013,Berkovići,0-4,NUMBER,_T,471
2013,Bihać,0-4,NUMBER,M,241
2013,Bihać,0-4,NUMBER,F,230
2013,Bihać,0-4,NUMBER,_T,1651
2013,Bijeljina,0-4,NUMBER,M,847
2013,Bijeljina,0-4,NUMBER,F,804
2013,Bijeljina,0-4,NUMBER,_T,66
2013,Bileća,0-4,NUMBER,M,37
2013,Bileća,0-4,NUMBER,F,29
2013,Bileća,0-4,NUMBER,_T,2211
2013,Bosanska Krupa,0-4,NUMBER,M,1112
2013,Bosanska Krupa,0-4,NUMBER,F,1099
2013,Bosanska Krupa,0-4,NUMBER,_T,2073
2013,Bosanski Petrovac,0-4,NUMBER,M,1078
2013,Bosanski Petrovac,0-4,NUMBER,F,995
2013,Bosanski Petrovac,0-4,NUMBER,_T,79
2013,Bosansko Grahovo,0-4,NUMBER,M,25
2013,Bosansko Grahovo,0-4,NUMBER,F,54
2013,Bosansko Grahovo,0-4,NUMBER,_T,1284
2013,Bratunac,0-4,NUMBER,M,674
2013,Bratunac,0-4,NUMBER,F,610
2013,Bratunac,0-4,NUMBER,_T,712
2013,Brčko,0-4,NUMBER,M,354
2013,Brčko,0-4,NUMBER,F,358
2013,Brčko,0-4,NUMBER,_T,986
2013,Breza,0-4,NUMBER,M,504
2013,Breza,0-4,NUMBER,F,482
2013,Breza,0-4,NUMBER,_T,560
2013,Brod,0-4,NUMBER,M,283
2013,Brod,0-4,NUMBER,F,277
2013,Brod,0-4,NUMBER,_T,1390
2013,Bugojno,0-4,NUMBER,M,707
2013,Bugojno,0-4,NUMBER,F,683
2013,Bugojno,0-4,NUMBER,_T,255
2013,Busovača,0-4,NUMBER,M,133
2013,Busovača,0-4,NUMBER,F,122
2013,Busovača,0-4,NUMBER,_T,1247
2013,Bužim,0-4,NUMBER,M,648
2013,Bužim,0-4,NUMBER,F,599
2013,Bužim,0-4,NUMBER,_T,932
2013,Cazin,0-4,NUMBER,M,482
2013,Cazin,0-4,NUMBER,F,450
2013,Cazin,0-4,NUMBER,_T,294
2013,Sarajevo - Centar,0-4,NUMBER,M,158
2013,Sarajevo - Centar,0-4,NUMBER,F,136
2013,Sarajevo - Centar,0-4,NUMBER,_T,76
2013,Čajniče,0-4,NUMBER,M,34
2013,Čajniče,0-4,NUMBER,F,42
2013,Čajniče,0-4,NUMBER,_T,315
2013,Čapljina,0-4,NUMBER,M,155
2013,Čapljina,0-4,NUMBER,F,160
2013,Čapljina,0-4,NUMBER,_T,14
2013,Čelić,0-4,NUMBER,M,8
2013,Čelić,0-4,NUMBER,F,6
2013,Čelić,0-4,NUMBER,_T,1940
2013,Čelinac,0-4,NUMBER,M,1005
2013,Čelinac,0-4,NUMBER,F,935
2013,Čelinac,0-4,NUMBER,_T,1790
2013,Čitluk,0-4,NUMBER,M,905
2013,Čitluk,0-4,NUMBER,F,885
2013,Čitluk,0-4,NUMBER,_T,734
2013,Derventa,0-4,NUMBER,M,393
2013,Derventa,0-4,NUMBER,F,341
2013,Derventa,0-4,NUMBER,_T,2162
2013,Doboj,0-4,NUMBER,M,1110
2013,Doboj,0-4,NUMBER,F,1052
2013,Doboj,0-4,NUMBER,_T,184
2013,Doboj-Istok,0-4,NUMBER,M,101
2013,Doboj-Istok,0-4,NUMBER,F,83
2013,Doboj-Istok,0-4,NUMBER,_T,1850
2013,Doboj-Jug,0-4,NUMBER,M,971
2013,Doboj-Jug,0-4,NUMBER,F,879
2013,Doboj-Jug,0-4,NUMBER,_T,1302
2013,Dobretići,0-4,NUMBER,M,687
2013,Dobretići,0-4,NUMBER,F,615
2013,Dobretići,0-4,NUMBER,_T,580
2013,Domaljevac-Šamac,0-4,NUMBER,M,306
2013,Domaljevac-Šamac,0-4,NUMBER,F,274
2013,Domaljevac-Šamac,0-4,NUMBER,_T,1391
2013,Donji Vakuf,0-4,NUMBER,M,700
2013,Donji Vakuf,0-4,NUMBER,F,691
2013,Donji Vakuf,0-4,NUMBER,_T,5481
2013,Donji Žabar,0-4,NUMBER,M,2777
2013,Donji Žabar,0-4,NUMBER,F,2704
2013,Donji Žabar,0-4,NUMBER,_T,871
2013,Drvar,0-4,NUMBER,M,408
2013,Drvar,0-4,NUMBER,F,463
2013,Drvar,0-4,NUMBER,_T,282
2013,Foča - FBiH,0-4,NUMBER,M,138
2013,Foča - FBiH,0-4,NUMBER,F,144
2013,Foča - FBiH,0-4,NUMBER,_T,741
2013,Foča - RS,0-4,NUMBER,M,367
2013,Foča - RS,0-4,NUMBER,F,374
2013,Foča - RS,0-4,NUMBER,_T,1309
2013,Fojnica,0-4,NUMBER,M,710
2013,Fojnica,0-4,NUMBER,F,599
2013,Fojnica,0-4,NUMBER,_T,5961
2013,Gacko,0-4,NUMBER,M,3067
2013,Gacko,0-4,NUMBER,F,2894
2013,Gacko,0-4,NUMBER,_T,1491
2013,Glamoč,0-4,NUMBER,M,773
2013,Glamoč,0-4,NUMBER,F,718
2013,Glamoč,0-4,NUMBER,_T,100
2013,Goražde,0-4,NUMBER,M,46
2013,Goražde,0-4,NUMBER,F,54
2013,Goražde,0-4,NUMBER,_T,2837
2013,Gornji Vakuf-Uskoplje,0-4,NUMBER,M,1493
2013,Gornji Vakuf-Uskoplje,0-4,NUMBER,F,1344
2013,Gornji Vakuf-Uskoplje,0-4,NUMBER,_T,1036
2013,Gračanica,0-4,NUMBER,M,530
2013,Gračanica,0-4,NUMBER,F,506
2013,Gračanica,0-4,NUMBER,_T,496
2013,Gradačac,0-4,NUMBER,M,245
2013,Gradačac,0-4,NUMBER,F,251
2013,Gradačac,0-4,NUMBER,_T,1158
2013,Gradiška,0-4,NUMBER,M,644
2013,Gradiška,0-4,NUMBER,F,514
2013,Gradiška,0-4,NUMBER,_T,340
2013,Grude,0-4,NUMBER,M,170
2013,Grude,0-4,NUMBER,F,170
2013,Grude,0-4,NUMBER,_T,166
2013,Sarajevo - Hadžići,0-4,NUMBER,M,90
2013,Sarajevo - Hadžići,0-4,NUMBER,F,76
2013,Sarajevo - Hadžići,0-4,NUMBER,_T,59
2013,Han Pijesak,0-4,NUMBER,M,36
2013,Han Pijesak,0-4,NUMBER,F,23
2013,Han Pijesak,0-4,NUMBER,_T,1031
2013,Sarajevo - Ilidža,0-4,NUMBER,M,557
2013,Sarajevo - Ilidža,0-4,NUMBER,F,474
2013,Sarajevo - Ilidža,0-4,NUMBER,_T,240
2013,Sarajevo - Ilijaš,0-4,NUMBER,M,117
2013,Sarajevo - Ilijaš,0-4,NUMBER,F,123
2013,Sarajevo - Ilijaš,0-4,NUMBER,_T,23
2013,Istočna Ilidža,0-4,NUMBER,M,11
2013,Istočna Ilidža,0-4,NUMBER,F,12
2013,Istočna Ilidža,0-4,NUMBER,_T,263
2013,Istočni Drvar,0-4,NUMBER,M,123
2013,Istočni Drvar,0-4,NUMBER,F,140
2013,Istočni Drvar,0-4,NUMBER,_T,1447
2013,Istočni Mostar,0-4,NUMBER,M,707
2013,Istočni Mostar,0-4,NUMBER,F,740
2013,Istočni Mostar,0-4,NUMBER,_T,4194
2013,Istočni Stari Grad,0-4,NUMBER,M,2133
2013,Istočni Stari Grad,0-4,NUMBER,F,2061
2013,Istočni Stari Grad,0-4,NUMBER,_T,1930
2013,Istočno Novo Sarajevo,0-4,NUMBER,M,977
2013,Istočno Novo Sarajevo,0-4,NUMBER,F,953
2013,Istočno Novo Sarajevo,0-4,NUMBER,_T,974
2013,Jablanica,0-4,NUMBER,M,502
2013,Jablanica,0-4,NUMBER,F,472
2013,Jablanica,0-4,NUMBER,_T,155
2013,Jajce,0-4,NUMBER,M,74
2013,Jajce,0-4,NUMBER,F,81
2013,Jajce,0-4,NUMBER,_T,316
2013,Jezero,0-4,NUMBER,M,157
2013,Jezero,0-4,NUMBER,F,159
2013,Jezero,0-4,NUMBER,_T,462
2013,Kakanj,0-4,NUMBER,M,229
2013,Kakanj,0-4,NUMBER,F,233
2013,Kakanj,0-4,NUMBER,_T,353
2013,Kalesija,0-4,NUMBER,M,187
2013,Kalesija,0-4,NUMBER,F,166
2013,Kalesija,0-4,NUMBER,_T,2473
2013,Kalinovik,0-4,NUMBER,M,1271
2013,Kalinovik,0-4,NUMBER,F,1202
2013,Kalinovik,0-4,NUMBER,_T,722
2013,Kiseljak,0-4,NUMBER,M,372
2013,Kiseljak,0-4,NUMBER,F,350
2013,Kiseljak,0-4,NUMBER,_T,561
2013,Kladanj,0-4,NUMBER,M,295
2013,Kladanj,0-4,NUMBER,F,266
2013,Kladanj,0-4,NUMBER,_T,921
2013,Ključ,0-4,NUMBER,M,482
2013,Ključ,0-4,NUMBER,F,439
2013,Ključ,0-4,NUMBER,_T,650
2013,Kneževo,0-4,NUMBER,M,353
2013,Kneževo,0-4,NUMBER,F,297
2013,Kneževo,0-4,NUMBER,_T,2308
2013,Konjic,0-4,NUMBER,M,1190
2013,Konjic,0-4,NUMBER,F,1118
2013,Konjic,0-4,NUMBER,_T,1781
2013,Kostajnica,0-4,NUMBER,M,927
2013,Kostajnica,0-4,NUMBER,F,854
2013,Kostajnica,0-4,NUMBER,_T,906
2013,Kotor Varoš,0-4,NUMBER,M,456
2013,Kotor Varoš,0-4,NUMBER,F,450
2013,Kotor Varoš,0-4,NUMBER,_T,815
2013,Kozarska Dubica,0-4,NUMBER,M,418
2013,Kozarska Dubica,0-4,NUMBER,F,397
2013,Kozarska Dubica,0-4,NUMBER,_T,327
2013,Kreševo,0-4,NUMBER,M,177
2013,Kreševo,0-4,NUMBER,F,150
2013,Kreševo,0-4,NUMBER,_T,569
2013,Krupa Na Uni,0-4,NUMBER,M,283
2013,Krupa Na Uni,0-4,NUMBER,F,286
2013,Krupa Na Uni,0-4,NUMBER,_T,1923
2013,Kupres - FBiH,0-4,NUMBER,M,961
2013,Kupres - FBiH,0-4,NUMBER,F,962
2013,Kupres - FBiH,0-4,NUMBER,_T,446
2013,Kupres - RS,0-4,NUMBER,M,213
2013,Kupres - RS,0-4,NUMBER,F,233
2013,Kupres - RS,0-4,NUMBER,_T,2132
2013,Laktaši,0-4,NUMBER,M,1060
2013,Laktaši,0-4,NUMBER,F,1072
2013,Laktaši,0-4,NUMBER,_T,2826
2013,Livno,0-4,NUMBER,M,1449
2013,Livno,0-4,NUMBER,F,1377
2013,Livno,0-4,NUMBER,_T,1968
2013,Lopare,0-4,NUMBER,M,1021
2013,Lopare,0-4,NUMBER,F,947
2013,Lopare,0-4,NUMBER,_T,3346
2013,Lukavac,0-4,NUMBER,M,1719
2013,Lukavac,0-4,NUMBER,F,1627
2013,Lukavac,0-4,NUMBER,_T,1545
2013,Ljubinje,0-4,NUMBER,M,796
2013,Ljubinje,0-4,NUMBER,F,749
2013,Ljubinje,0-4,NUMBER,_T,49
2013,Ljubuški,0-4,NUMBER,M,28
2013,Ljubuški,0-4,NUMBER,F,21
2013,Ljubuški,0-4,NUMBER,_T,75
2013,Maglaj,0-4,NUMBER,M,43
2013,Maglaj,0-4,NUMBER,F,32
2013,Maglaj,0-4,NUMBER,_T,4816
2013,Milići,0-4,NUMBER,M,2408
2013,Milići,0-4,NUMBER,F,2408
2013,Milići,0-4,NUMBER,_T,820
2013,Modriča,0-4,NUMBER,M,403
2013,Modriča,0-4,NUMBER,F,417
2013,Modriča,0-4,NUMBER,_T,349
2013,Mostar,0-4,NUMBER,M,177
2013,Mostar,0-4,NUMBER,F,172
2013,Mostar,0-4,NUMBER,_T,379
2013,Mrkonjić Grad,0-4,NUMBER,M,205
2013,Mrkonjić Grad,0-4,NUMBER,F,174
2013,Mrkonjić Grad,0-4,NUMBER,_T,2773
2013,Neum,0-4,NUMBER,M,1405
2013,Neum,0-4,NUMBER,F,1368
2013,Neum,0-4,NUMBER,_T,2324
2013,Nevesinje,0-4,NUMBER,M,1229
2013,Nevesinje,0-4,NUMBER,F,1095
2013,Nevesinje,0-4,NUMBER,_T,488
2013,Novi Grad,0-4,NUMBER,M,249
2013,Novi Grad,0-4,NUMBER,F,239
2013,Novi Grad,0-4,NUMBER,_T,1751
2013,Sarajevo - Novi Grad,0-4,NUMBER,M,865
2013,Sarajevo - Novi Grad,0-4,NUMBER,F,886
2013,Sarajevo - Novi Grad,0-4,NUMBER,_T,585
2013,Novi Travnik,0-4,NUMBER,M,314
2013,Novi Travnik,0-4,NUMBER,F,271
2013,Novi Travnik,0-4,NUMBER,_T,1354
2013,Novo Goražde,0-4,NUMBER,M,693
2013,Novo Goražde,0-4,NUMBER,F,661
2013,Novo Goražde,0-4,NUMBER,_T,267
2013,Sarajevo - Novo Sarajevo,0-4,NUMBER,M,133
2013,Sarajevo - Novo Sarajevo,0-4,NUMBER,F,134
2013,Sarajevo - Novo Sarajevo,0-4,NUMBER,_T,2073
2013,Odžak,0-4,NUMBER,M,1061
2013,Odžak,0-4,NUMBER,F,1012
2013,Odžak,0-4,NUMBER,_T,6044
2013,Olovo,0-4,NUMBER,M,3048
2013,Olovo,0-4,NUMBER,F,2996
2013,Olovo,0-4,NUMBER,_T,3202
2013,Orašje,0-4,NUMBER,M,1612
2013,Orašje,0-4,NUMBER,F,1590
2013,Orašje,0-4,NUMBER,_T,1964
2013,Osmaci,0-4,NUMBER,M,977
2013,Osmaci,0-4,NUMBER,F,987
2013,Osmaci,0-4,NUMBER,_T,3333
2013,Oštra Luka,0-4,NUMBER,M,1681
2013,Oštra Luka,0-4,NUMBER,F,1652
2013,Oštra Luka,0-4,NUMBER,_T,10550
2013,Pale - FBiH,0-4,NUMBER,M,5360
2013,Pale - FBiH,0-4,NUMBER,F,5190
2013,Pale - FBiH,0-4,NUMBER,_T,1687
2013,Pale - RS,0-4,NUMBER,M,850
2013,Pale - RS,0-4,NUMBER,F,837
2013,Pale - RS,0-4,NUMBER,_T,104
2013,Pelagićevo,0-4,NUMBER,M,52
2013,Pelagićevo,0-4,NUMBER,F,52
2013,Pelagićevo,0-4,NUMBER,_T,4434
2013,Petrovac,0-4,NUMBER,M,2303
2013,Petrovac,0-4,NUMBER,F,2131
2013,Petrovac,0-4,NUMBER,_T,6427
2013,Petrovo,0-4,NUMBER,M,3361
2013,Petrovo,0-4,NUMBER,F,3066
2013,Petrovo,0-4,NUMBER,_T,782
2013,Posušje,0-4,NUMBER,M,438
2013,Posušje,0-4,NUMBER,F,344
2013,Posušje,0-4,NUMBER,_T,2034
2013,Prijedor,0-4,NUMBER,M,1051
2013,Prijedor,0-4,NUMBER,F,983
2013,Prijedor,0-4,NUMBER,_T,440
2013,Prnjavor,0-4,NUMBER,M,244
2013,Prnjavor,0-4,NUMBER,F,196
2013,Prnjavor,0-4,NUMBER,_T,63
2013,Prozor,0-4,NUMBER,M,29
2013,Prozor,0-4,NUMBER,F,34
2013,Prozor,0-4,NUMBER,_T,1315
2013,Ravno,0-4,NUMBER,M,691
2013,Ravno,0-4,NUMBER,F,624
2013,Ravno,0-4,NUMBER,_T,5323
2013,Ribnik,0-4,NUMBER,M,2719
2013,Ribnik,0-4,NUMBER,F,2604
2013,Ribnik,0-4,NUMBER,_T,889
2013,Rogatica,0-4,NUMBER,M,451
2013,Rogatica,0-4,NUMBER,F,438
2013,Rogatica,0-4,NUMBER,_T,1014
2013,Rudo,0-4,NUMBER,M,532
2013,Rudo,0-4,NUMBER,F,482
2013,Rudo,0-4,NUMBER,_T,2480
2013,Sanski Most,0-4,NUMBER,M,1292
2013,Sanski Most,0-4,NUMBER,F,1188
2013,Sanski Most,0-4,NUMBER,_T,1408
2013,Sapna,0-4,NUMBER,M,709
2013,Sapna,0-4,NUMBER,F,699
2013,Sapna,0-4,NUMBER,_T,1893
2013,Sokolac,0-4,NUMBER,M,988
2013,Sokolac,0-4,NUMBER,F,905
2013,Sokolac,0-4,NUMBER,_T,4948
2013,Srbac,0-4,NUMBER,M,2507
2013,Srbac,0-4,NUMBER,F,2441
2013,Srbac,0-4,NUMBER,_T,3158
2013,Srebrenica,0-4,NUMBER,M,1568
2013,Srebrenica,0-4,NUMBER,F,1590
2013,Srebrenica,0-4,NUMBER,_T,317
2013,Srebrenik,0-4,NUMBER,M,176
2013,Srebrenik,0-4,NUMBER,F,141
2013,Srebrenik,0-4,NUMBER,_T,1991
2013,Sarajevo - Stari Grad,0-4,NUMBER,M,1006
2013,Sarajevo - Stari Grad,0-4,NUMBER,F,985
2013,Sarajevo - Stari Grad,0-4,NUMBER,_T,817
2013,Stolac,0-4,NUMBER,M,428
2013,Stolac,0-4,NUMBER,F,389
2013,Stolac,0-4,NUMBER,_T,1130
2013,Šamac,0-4,NUMBER,M,575
2013,Šamac,0-4,NUMBER,F,555
2013,Šamac,0-4,NUMBER,_T,1427
2013,Šekovići,0-4,NUMBER,M,751
2013,Šekovići,0-4,NUMBER,F,676
2013,Šekovići,0-4,NUMBER,_T,1696
2013,Šipovo,0-4,NUMBER,M,874
2013,Šipovo,0-4,NUMBER,F,822
2013,Šipovo,0-4,NUMBER,_T,4201
2013,Široki Brijeg,0-4,NUMBER,M,2100
2013,Široki Brijeg,0-4,NUMBER,F,2101
2013,Široki Brijeg,0-4,NUMBER,_T,751
2013,Teočak,0-4,NUMBER,M,375
2013,Teočak,0-4,NUMBER,F,376
2013,Teočak,0-4,NUMBER,_T,328
2013,Teslić,0-4,NUMBER,M,172
2013,Teslić,0-4,NUMBER,F,156
2013,Teslić,0-4,NUMBER,_T,51
2013,Tešanj,0-4,NUMBER,M,27
2013,Tešanj,0-4,NUMBER,F,24
2013,Tešanj,0-4,NUMBER,_T,356
2013,Tomislavgrad,0-4,NUMBER,M,175
2013,Tomislavgrad,0-4,NUMBER,F,181
2013,Tomislavgrad,0-4,NUMBER,_T,1299
2013,Travnik,0-4,NUMBER,M,670
2013,Travnik,0-4,NUMBER,F,629
2013,Travnik,0-4,NUMBER,_T,237
2013,Trebinje,0-4,NUMBER,M,116
2013,Trebinje,0-4,NUMBER,F,121
2013,Trebinje,0-4,NUMBER,_T,320
2013,Trnovo - FBiH,0-4,NUMBER,M,170
2013,Trnovo - FBiH,0-4,NUMBER,F,150
2013,Trnovo - FBiH,0-4,NUMBER,_T,121
2013,Trnovo - RS,0-4,NUMBER,M,65
2013,Trnovo - RS,0-4,NUMBER,F,56
2013,Trnovo - RS,0-4,NUMBER,_T,1124
2013,Tuzla,0-4,NUMBER,M,592
2013,Tuzla,0-4,NUMBER,F,532
2013,Tuzla,0-4,NUMBER,_T,904
2013,Ugljevik,0-4,NUMBER,M,434
2013,Ugljevik,0-4,NUMBER,F,470
2013,Ugljevik,0-4,NUMBER,_T,651
2013,Usora,0-4,NUMBER,M,328
2013,Usora,0-4,NUMBER,F,323
2013,Usora,0-4,NUMBER,_T,188
2013,Vareš,0-4,NUMBER,M,87
2013,Vareš,0-4,NUMBER,F,101
2013,Vareš,0-4,NUMBER,_T,1543
2013,Velika Kladuša,0-4,NUMBER,M,803
2013,Velika Kladuša,0-4,NUMBER,F,740
2013,Velika Kladuša,0-4,NUMBER,_T,1694
2013,Visoko,0-4,NUMBER,M,879
2013,Visoko,0-4,NUMBER,F,815
2013,Visoko,0-4,NUMBER,_T,3313
2013,Višegrad,0-4,NUMBER,M,1674
2013,Višegrad,0-4,NUMBER,F,1639
2013,Višegrad,0-4,NUMBER,_T,3118
2013,Vitez,0-4,NUMBER,M,1577
2013,Vitez,0-4,NUMBER,F,1541
2013,Vitez,0-4,NUMBER,_T,3288
2013,Vlasenica,0-4,NUMBER,M,1688
2013,Vlasenica,0-4,NUMBER,F,1600
2013,Vlasenica,0-4,NUMBER,_T,1264
2013,Sarajevo - Vogošća,0-4,NUMBER,M,641
2013,Sarajevo - Vogošća,0-4,NUMBER,F,623
2013,Sarajevo - Vogošća,0-4,NUMBER,_T,1818
2013,Vukosavlje,0-4,NUMBER,M,991
2013,Vukosavlje,0-4,NUMBER,F,827
2013,Vukosavlje,0-4,NUMBER,_T,218
2013,Zavidovići,0-4,NUMBER,M,89
2013,Zavidovići,0-4,NUMBER,F,129
2013,Zavidovići,0-4,NUMBER,_T,4839
2013,Zenica,0-4,NUMBER,M,2519
2013,Zenica,0-4,NUMBER,F,2320
2013,Zenica,0-4,NUMBER,_T,1440
2013,Zvornik,0-4,NUMBER,M,723
2013,Zvornik,0-4,NUMBER,F,717
2013,Zvornik,0-4,NUMBER,_T,823
2013,Žepče,0-4,NUMBER,M,416
2013,Žepče,0-4,NUMBER,F,407
2013,Žepče,0-4,NUMBER,_T,3
2013,Živinice,0-4,NUMBER,M,2
2013,Živinice,0-4,NUMBER,F,1
2013,Živinice,0-4,NUMBER,_T,14
2013,Banja Luka,5-9,NUMBER,M,9
2013,Banja Luka,5-9,NUMBER,F,5
2013,Banja Luka,5-9,NUMBER,_T,49
2013,Banovići,5-9,NUMBER,M,23
2013,Banovići,5-9,NUMBER,F,26
2013,Banovići,5-9,NUMBER,_T,617
2013,Berkovići,5-9,NUMBER,M,316
2013,Berkovići,5-9,NUMBER,F,301
2013,Berkovići,5-9,NUMBER,_T,681
2013,Bihać,5-9,NUMBER,M,338
2013,Bihać,5-9,NUMBER,F,343
2013,Bihać,5-9,NUMBER,_T,1878
2013,Bijeljina,5-9,NUMBER,M,970
2013,Bijeljina,5-9,NUMBER,F,908
2013,Bijeljina,5-9,NUMBER,_T,88
2013,Bileća,5-9,NUMBER,M,45
2013,Bileća,5-9,NUMBER,F,43
2013,Bileća,5-9,NUMBER,_T,2929
2013,Bosanska Krupa,5-9,NUMBER,M,1508
2013,Bosanska Krupa,5-9,NUMBER,F,1421
2013,Bosanska Krupa,5-9,NUMBER,_T,2670
2013,Bosanski Petrovac,5-9,NUMBER,M,1350
2013,Bosanski Petrovac,5-9,NUMBER,F,1320
2013,Bosanski Petrovac,5-9,NUMBER,_T,94
2013,Bosansko Grahovo,5-9,NUMBER,M,39
2013,Bosansko Grahovo,5-9,NUMBER,F,55
2013,Bosansko Grahovo,5-9,NUMBER,_T,1539
2013,Bratunac,5-9,NUMBER,M,794
2013,Bratunac,5-9,NUMBER,F,745
2013,Bratunac,5-9,NUMBER,_T,1020
2013,Brčko,5-9,NUMBER,M,525
2013,Brčko,5-9,NUMBER,F,495
2013,Brčko,5-9,NUMBER,_T,1256
2013,Breza,5-9,NUMBER,M,647
2013,Breza,5-9,NUMBER,F,609
2013,Breza,5-9,NUMBER,_T,663
2013,Brod,5-9,NUMBER,M,328
2013,Brod,5-9,NUMBER,F,335
2013,Brod,5-9,NUMBER,_T,1851
2013,Bugojno,5-9,NUMBER,M,962
2013,Bugojno,5-9,NUMBER,F,889
2013,Bugojno,5-9,NUMBER,_T,378
2013,Busovača,5-9,NUMBER,M,198
2013,Busovača,5-9,NUMBER,F,180
2013,Busovača,5-9,NUMBER,_T,1453
2013,Bužim,5-9,NUMBER,M,760
2013,Bužim,5-9,NUMBER,F,693
2013,Bužim,5-9,NUMBER,_T,1222
2013,Cazin,5-9,NUMBER,M,627
2013,Cazin,5-9,NUMBER,F,595
2013,Cazin,5-9,NUMBER,_T,365
2013,Sarajevo - Centar,5-9,NUMBER,M,168
2013,Sarajevo - Centar,5-9,NUMBER,F,197
2013,Sarajevo - Centar,5-9,NUMBER,_T,102
2013,Čajniče,5-9,NUMBER,M,55
2013,Čajniče,5-9,NUMBER,F,47
2013,Čajniče,5-9,NUMBER,_T,367
2013,Čapljina,5-9,NUMBER,M,189
2013,Čapljina,5-9,NUMBER,F,178
2013,Čapljina,5-9,NUMBER,_T,13
2013,Čelić,5-9,NUMBER,M,7
2013,Čelić,5-9,NUMBER,F,6
2013,Čelić,5-9,NUMBER,_T,2190
2013,Čelinac,5-9,NUMBER,M,1147
2013,Čelinac,5-9,NUMBER,F,1043
2013,Čelinac,5-9,NUMBER,_T,2423
2013,Čitluk,5-9,NUMBER,M,1202
2013,Čitluk,5-9,NUMBER,F,1221
2013,Čitluk,5-9,NUMBER,_T,969
2013,Derventa,5-9,NUMBER,M,480
2013,Derventa,5-9,NUMBER,F,489
2013,Derventa,5-9,NUMBER,_T,3047
2013,Doboj,5-9,NUMBER,M,1575
2013,Doboj,5-9,NUMBER,F,1472
2013,Doboj,5-9,NUMBER,_T,221
2013,Doboj-Istok,5-9,NUMBER,M,110
2013,Doboj-Istok,5-9,NUMBER,F,111
2013,Doboj-Istok,5-9,NUMBER,_T,2082
2013,Doboj-Jug,5-9,NUMBER,M,1038
2013,Doboj-Jug,5-9,NUMBER,F,1044
2013,Doboj-Jug,5-9,NUMBER,_T,1745
2013,Dobretići,5-9,NUMBER,M,893
2013,Dobretići,5-9,NUMBER,F,852
2013,Dobretići,5-9,NUMBER,_T,847
2013,Domaljevac-Šamac,5-9,NUMBER,M,441
2013,Domaljevac-Šamac,5-9,NUMBER,F,406
2013,Domaljevac-Šamac,5-9,NUMBER,_T,1623
2013,Donji Vakuf,5-9,NUMBER,M,813
2013,Donji Vakuf,5-9,NUMBER,F,810
2013,Donji Vakuf,5-9,NUMBER,_T,7793
2013,Donji Žabar,5-9,NUMBER,M,4074
2013,Donji Žabar,5-9,NUMBER,F,3719
2013,Donji Žabar,5-9,NUMBER,_T,1003
2013,Drvar,5-9,NUMBER,M,558
2013,Drvar,5-9,NUMBER,F,445
2013,Drvar,5-9,NUMBER,_T,344
2013,Foča - FBiH,5-9,NUMBER,M,173
2013,Foča - FBiH,5-9,NUMBER,F,171
2013,Foča - FBiH,5-9,NUMBER,_T,806
2013,Foča - RS,5-9,NUMBER,M,406
2013,Foča - RS,5-9,NUMBER,F,400
2013,Foča - RS,5-9,NUMBER,_T,1665
2013,Fojnica,5-9,NUMBER,M,864
2013,Fojnica,5-9,NUMBER,F,801
2013,Fojnica,5-9,NUMBER,_T,7216
2013,Gacko,5-9,NUMBER,M,3634
2013,Gacko,5-9,NUMBER,F,3582
2013,Gacko,5-9,NUMBER,_T,2000
2013,Glamoč,5-9,NUMBER,M,1041
2013,Glamoč,5-9,NUMBER,F,959
2013,Glamoč,5-9,NUMBER,_T,147
2013,Goražde,5-9,NUMBER,M,73
2013,Goražde,5-9,NUMBER,F,74
2013,Goražde,5-9,NUMBER,_T,3701
2013,Gornji Vakuf-Uskoplje,5-9,NUMBER,M,1907
2013,Gornji Vakuf-Uskoplje,5-9,NUMBER,F,1794
2013,Gornji Vakuf-Uskoplje,5-9,NUMBER,_T,1253
2013,Gračanica,5-9,NUMBER,M,675
2013,Gračanica,5-9,NUMBER,F,578
2013,Gračanica,5-9,NUMBER,_T,745
2013,Gradačac,5-9,NUMBER,M,360
2013,Gradačac,5-9,NUMBER,F,385
2013,Gradačac,5-9,NUMBER,_T,1407
2013,Gradiška,5-9,NUMBER,M,710
2013,Gradiška,5-9,NUMBER,F,697
2013,Gradiška,5-9,NUMBER,_T,429
2013,Grude,5-9,NUMBER,M,220
2013,Grude,5-9,NUMBER,F,209
2013,Grude,5-9,NUMBER,_T,220
2013,Sarajevo - Hadžići,5-9,NUMBER,M,118
2013,Sarajevo - Hadžići,5-9,NUMBER,F,102
2013,Sarajevo - Hadžići,5-9,NUMBER,_T,74
2013,Han Pijesak,5-9,NUMBER,M,29
2013,Han Pijesak,5-9,NUMBER,F,45
2013,Han Pijesak,5-9,NUMBER,_T,1302
2013,Sarajevo - Ilidža,5-9,NUMBER,M,645
2013,Sarajevo - Ilidža,5-9,NUMBER,F,657
2013,Sarajevo - Ilidža,5-9,NUMBER,_T,301
2013,Sarajevo - Ilijaš,5-9,NUMBER,M,158
